,tape_avg_90,t5_3,t5_10,prot_bert_bfd_0,tape_avg_13,ASDC_55,t5_59,t5_62,prot_bert_bfd_62,tape_avg_104,tape_avg_123,ASDC_129,prot_bert_bfd_229,t5_95,t5_88,t5_29,t5_68,t5_15,t5_30,ASDC_48
27,-0.69869363,0.095447585,0.063244514,0.5119129249444724,-0.598737,0.003361292230124,0.06439579,0.08411776,0.0663410998773,-0.011997586,-0.011805346,0.0015250307340377,0.0038472789543285,-0.18415906,-0.06692994,0.016813483,0.0036699749,0.08326051,-0.037681922,0.0031589922347924
28,-0.25129655,0.07512962,0.078499295,0.3218349807230732,0.27135736,0.0004466561395294,0.09729777,0.13763116,-0.0638983775994986,0.50231284,0.5765046,0.0007339108314944,0.0150385620617451,-0.026666362,0.005388885,0.00018047687,0.07783569,0.025242679,-0.03086086,0.0006376057902575
29,-0.9406362,0.089431286,0.073156744,-0.3248291373847199,-0.38050398,0.000522830254444,0.078188404,-0.0018477928,0.1220644206788213,0.039907183,0.2907042,0.0009585221331474,0.0280070346935214,-0.12688978,0.03027144,0.057773694,0.0040325383,0.038507972,-0.07259143,0.0011327988846287
30,-1.0602796,0.08567093,0.10527931,-0.284464003196057,-0.44808057,0.0020390783933386,0.031253323,0.09773784,0.1923029422710027,-0.3991704,0.23472017,0.0015565122770497,-0.0047102474991413,-0.14630386,-0.019509872,0.023536481,0.04395209,0.025719063,-0.028484754,0.0010905048020059
31,-0.5324104,0.03744956,0.052696124,-0.0967727251127483,-0.11799872,0.0013734239828243,0.15214947,0.05446666,0.098169215658566,-0.10537746,0.57616866,0.0013208023742869,-0.0044778973679529,-0.096156046,0.061341546,0.04255669,0.12620322,-0.0044210698,-0.083681524,0.0010576943316003
32,-0.50755495,0.082813896,0.08040904,0.4591107932947645,-0.28844458,0.0023144771518316,0.10141568,0.11710434,0.0832665351696323,0.24511236,0.42764196,0.0029368575624082,0.0111257934218515,-0.05870331,0.0062807477,0.027021468,0.06537411,0.020811675,-0.010809613,0.0023533759274926
33,-0.84745085,0.050803415,0.079536736,0.4035916070006465,-0.30447215,0.0025280552472561,0.1253282,0.020425683,0.0535192658628807,-0.16631675,-0.0020130072,0.0021757130525166,-0.0169207141314271,-0.21499978,0.036253586,0.06573804,0.08599391,-0.0077045667,-0.09005095,0.0016119655409333
34,-0.37267858,0.085611865,0.046467412,0.4868347810913164,0.18210714,0.0016871434071896,0.073476166,0.039371487,0.1004122532139288,0.22459318,0.28034726,0.0012601071091042,0.0255201049738728,-0.1319773,0.0073880465,0.08323672,0.08516755,-0.02499165,-0.007284453,0.0015191291259757
35,-1.108229,0.09017669,0.105932795,-0.3649455394356508,-0.58721447,0.0035826242722794,0.052111275,0.10358224,0.0674898158076444,-0.24988747,-0.12051732,0.0039558143006418,0.02807462776091,-0.101012744,-0.023230338,0.019806422,0.040823925,0.015073724,-0.023186043,0.0020898641588296
36,-0.31356642,0.0798689,0.07563777,0.3264709617768658,0.13536763,0.001062877601253,0.09412308,0.13623191,0.0364872698445673,0.48528284,0.5988617,0.0010442306257924,0.0309525275423566,-0.01593169,0.0011756304,0.002980001,0.074156635,0.024175322,-0.019978678,0.0009137017975684
37,-0.56734866,0.092123896,0.119417235,0.3610324082722326,-0.45868322,0.0031209482175025,0.12233726,0.07021427,0.0570058598600575,-0.21911281,-0.096233934,0.0013424666964992,-0.0009152652049224,-0.049496103,-0.024021182,0.058797695,0.058384225,-0.007030078,-0.028454024,0.0018932222642938
38,-0.23968214,0.07989136,0.09432316,0.7032868806124792,0.15514106,0.0020279771208327,0.07085905,0.07698709,-0.0221324483297506,0.39816457,0.21841581,0.0016078161151353,0.0210674194110521,-0.26116055,0.015263309,0.051371317,0.08166778,0.0124855805,-0.04799263,0.001871117012039
39,-0.3347805,0.092221946,0.07081132,0.3418668634972518,0.032444715,0.0011173107296314,0.07162682,0.10892271,0.0526276894525736,-0.23915398,0.1275321,0.00130352918457,0.0044308612055096,-0.08740984,-0.00010803135,0.034943357,0.06519115,0.026437191,-0.037161946,0.0004620976474401
40,-0.75288653,0.09208631,0.074230604,-0.0385959401424717,-0.18737935,0.0016702175228175,0.063203275,0.13034385,0.0929061330952063,-0.17577253,0.5921447,0.0013545858649622,-0.0040177526328646,-0.028772954,-0.032258786,0.029923411,-0.0052885874,0.019347787,-0.07146262,0.0010718325048002
41,-0.8943193,0.07287017,0.03460458,-0.2876183202570953,-0.38231644,0.0037995757364195,0.052692316,0.03583619,0.1309526740019417,-0.3575323,0.37386116,0.0024211666353391,-0.0079578087733099,-0.1268744,0.037493907,0.0882204,0.102466255,-0.023533173,-0.046302803,0.0014634408313418
42,-0.79284865,0.08177799,0.08056383,-0.0596362050387031,-0.10702636,0.0010815245767136,0.10731291,0.11765981,0.1445557490094027,-0.12842472,0.23650979,0.0018087566196762,0.0022796218053838,-0.071548276,0.012012832,0.022023296,0.06823212,0.021040624,-0.0086107785,0.0011188185276348
43,-0.6688056,0.07960236,0.06376758,0.5556002677653681,-0.3773795,0.0043568766035726,0.07534523,0.13977051,0.0824979430729789,0.24540669,0.34700277,0.0032918623226993,0.0092006725317972,0.015229848,-0.0012204554,-0.014666974,0.08250443,0.027232861,-0.014237562,0.0040083264752868
44,-1.2875909,0.07947699,0.05761758,0.1567754399119071,0.17832705,0.0039310839475652,0.07770698,0.085646495,0.0731491885910257,-0.10847304,-0.26429436,0.0055364800317416,0.0160867894471008,-0.02252364,-0.0106431,0.025326204,0.04003231,-0.023699827,0.0023999896,0.0045811777991423
45,-1.0837151,0.06254273,0.053127073,0.077897501383721,-0.1361557,0.0035092739085064,-0.16068584,0.06231435,0.1083517170845209,-0.14021035,0.17006202,0.0026088127377385,0.0094157448132986,-0.17576326,-0.06578127,-0.029034926,0.08809431,0.09295147,-0.05043102,0.0048894200020197
46,-0.44813988,0.05754459,0.06509277,0.6136805855082736,0.11599938,0.0030231729055258,-0.28392833,0.01792144,-0.0168106309298115,0.7220073,0.3179109,0.0021105169340463,0.0576909306508799,-0.23949374,-0.0041467287,-0.010058185,0.11295598,0.06075052,-0.065901205,0.0025811051693404
47,-0.7808002,0.080254115,0.06443631,-0.0870587533396301,-0.22660151,0.0,0.060544204,0.14119613,0.0165027008355757,-0.3375737,0.8720589,0.0004662004662004,0.0440354264261038,0.023516294,-0.0014992504,-0.028776161,0.086275935,0.025193002,-0.011504248,0.0
48,-0.30768278,0.0979441,0.049614284,0.3978566462427976,-0.0322294,0.0010611350722256,-0.10655683,0.06908612,0.123449957438606,0.34402376,0.55367637,0.0008420620250564,0.0381916483779512,-0.15086834,-0.02961149,-0.039669897,0.039805125,0.04193378,-0.06639984,0.0008352159923324
49,-0.51720685,0.061693553,0.00013553604,0.5344537425932127,-0.6445895,0.0021657627488807,0.19754699,0.089364275,0.0495811202834659,-0.008378448,0.30638808,0.002038364940123,-0.0169950143047035,-0.093680434,-0.04171088,-0.0076563265,0.07860769,0.029209338,-0.022651961,0.0019655661922614
50,-0.6856166,0.0817133,0.075841606,0.1837335237524593,-0.015383714,0.0011879306248515,0.090217635,0.12900107,0.0859274999112012,0.11169096,0.4456857,0.0002969826562128,0.0238013396280977,-0.026378779,0.010424746,0.028526312,0.05937102,0.033134174,-0.02330504,0.0017224994060346
51,-0.9004786,0.08160347,0.088455945,-0.5458423313314571,-0.3046773,0.0002109630463063,0.09751387,0.13654172,0.0256438962102061,-0.31713992,0.5791934,0.0001054815231531,0.0097616923976373,-0.051133424,0.0084194075,0.0073743896,0.07994051,0.03278471,0.0034542235,0.0001758025385886
52,-0.7081606,0.081146955,0.087225735,0.3661710301298592,-0.34344164,0.0017416422411962,0.09615463,0.13595624,0.0434044234472575,0.049148206,0.120103374,0.0016000453110176,0.0172411317845333,-0.054889727,0.0072908946,0.009119828,0.082671165,0.03248659,0.0050187856,0.0018761593248658
53,-0.7681274,0.08121741,0.08525144,0.255016031811042,-0.317201,0.0044752821217849,0.09515564,0.13559626,0.0946302838262999,-0.20531656,0.49822545,0.0027854155925989,0.0265989079857468,-0.047240734,0.0062253596,0.011216229,0.08088345,0.035164405,0.00197239,0.0016182620152374
54,-1.02507,0.08222234,0.08392931,0.1067214196611631,-0.5360751,0.0013923521891573,0.094591565,0.13601367,0.1233538933324711,-0.38900775,0.22250056,0.0014556409250281,0.0060127330793052,-0.05940385,0.006145948,0.0129653895,0.07904355,0.03313155,0.002324302,0.0008607268078427
55,-0.63066185,0.08175579,0.085309766,0.0042020306891141,-0.32581946,0.0015809063032933,0.09084817,0.13682914,0.1317273626098287,-0.37290034,0.4511112,0.0020649983471714,0.0007625591251894,-0.053508397,0.010281781,0.012632076,0.084560975,0.033089,0.001682459,0.0014564254920104
56,-0.63428605,0.08097281,0.061283085,0.5776231932204056,-0.40225023,0.0035425336076605,0.055313885,0.13595381,0.0311175971326409,-0.25437418,0.17182823,0.0020419844376034,0.0234299737627664,0.038029417,-0.001044818,-0.016301995,0.08274912,0.027442003,-0.022729523,0.0032950203424964
57,-0.39531857,0.0748999,0.057460435,0.1207901277762261,0.079093166,0.0020414982070945,0.052115295,0.08700868,0.0934477114675795,0.19924574,0.4022915,0.001448392619912,-0.0051888373570629,-0.011796233,-0.051296283,0.037348997,0.08712477,0.048303686,-0.022376679,0.0015587006671238
58,-1.3499535,0.0808744,0.06912967,-0.4812453790147807,-0.16344705,0.0068550254747568,0.093380705,0.12002332,0.0587300068055115,-0.27490708,0.115620084,0.0034583912305079,0.0056625537508094,-0.05549775,0.014597768,0.0331095,0.055468693,0.0359996,-0.026435556,0.0037671761618033
59,-0.91406757,0.09780944,0.072990455,-0.0990630195048415,-0.085259706,0.0015477698044181,0.024485948,0.10491981,0.0653380825648822,-0.37107778,0.43983105,0.0024858121101261,0.0250398896742558,-0.0358287,-0.013923635,0.020637311,0.10028477,0.026262233,-0.036753673,0.0010318465362787
60,0.00764614,0.10355164,0.05951481,0.7614845953902395,0.59638745,0.002098085496984,0.036757,0.027833704,0.0706679164352188,0.845868,-0.51543885,0.001573564122738,0.0454526667158314,-0.06382683,-0.011977614,0.05712451,0.082580544,0.028184524,-0.052071575,0.0022292158405455
61,-0.40112478,0.08578249,0.040288307,0.6157536714960335,0.24180229,0.0004643872990073,-0.004450975,0.051507227,0.063048234717018,-0.1984945,0.13139874,0.0006385325361351,0.0263224246661328,-0.15691589,0.022051314,0.036214534,0.08768948,0.034866642,-0.06802835,0.0006578820069271
62,-0.8458775,0.10077889,0.07784992,-0.2389218523306077,-0.080613,0.0011222085063404,0.044320423,0.063818425,-0.1171798161257044,0.08886325,0.53702354,0.0005611042531702,-0.0230847455494591,-0.052415345,-0.0042887805,0.0066873115,0.055448495,0.022036223,-0.035351783,0.0016833127595107
63,-0.884539,0.089433275,0.048546486,0.0600540485657309,-0.81357616,0.0026954177897574,0.21743198,0.0416156,0.1512800554319402,-0.26936486,-0.19309527,0.0016172506738544,-0.0032797788876683,-0.077329986,-0.041720565,0.0072906003,0.053795494,0.038338985,0.0045525804,0.0013112843301522
64,-0.75927967,0.08800916,0.051087443,0.0121611498756905,-0.85130143,0.0039526306780162,0.08075166,0.09303777,0.1463905673543874,-0.32590428,0.1699821,0.0021630537962372,-0.0171130049501011,-0.023599148,0.012144105,-0.007268677,0.05874556,-0.00440003,-0.020776242,0.0015405922721401
65,-0.7124273,0.08160783,0.054876707,0.893278481748404,-0.5111062,0.0019062991761547,0.0695574,0.14230433,0.006649151964806,-0.22356488,0.25941664,0.0017761270017587,0.0190208958287817,0.013392465,0.0031793865,-0.0161858,0.08649722,0.028923737,-0.019209398,0.0010442701101545
66,-0.7967105,0.09059377,0.07106615,0.5469384302750272,-0.5031999,0.0036446469248291,0.009848777,0.058680274,0.0579212739351946,-0.16932546,0.23956276,0.0012632014909919,-7.689146279352082e-05,-0.08943303,-0.009936132,0.042971253,0.076638244,0.030444877,-0.020451477,0.0016152412507765
67,-0.5493087,0.08146807,0.074877754,0.3584143981469881,-0.5253364,0.0021273013881024,0.09017233,0.1285163,0.1270416918284972,-0.20202239,-0.038754918,0.0023109533064997,-0.0127736963190602,-0.030685056,0.014896382,0.012185664,0.0786663,0.029751891,-0.013072304,0.0010406942042515
68,-1.1560333,0.075631276,0.069600165,-0.0315913133015416,-0.44702777,0.0044395218976417,-0.115804605,0.030658048,0.1277212314458829,-0.4160198,0.0833173,0.0037380589782638,-0.0063271774241377,-0.05970709,-0.05042765,-0.007749479,0.050771195,0.06566084,0.001791348,0.0040426415616779
69,-0.22217475,0.09026223,0.06461476,0.8232049119151222,0.20164503,0.0007042209633493,0.011759384,0.05350494,0.0508699319239153,0.2717209,0.1732786,0.0007727734465072,0.0176440000645083,-0.10942456,0.0046571083,0.059917737,0.054456864,0.03654901,-0.03080497,0.0009846629399044
70,-1.083336,0.08535064,0.062009927,-0.6249718063389657,-0.23417367,0.002021918771611,0.07959324,0.10720957,0.1721366184087605,-0.37054095,0.19045673,0.0024419308835882,-0.0094713210619999,-0.07125508,0.0068263984,0.028769292,0.040983956,0.03698544,-0.024748983,0.000996307800504
71,-0.98457634,0.10531261,0.0614211,0.3160493752548221,-0.46865532,0.0017090646157891,-0.07374469,-0.017707216,0.1258810799453232,-0.3882287,-0.12283978,0.0012207604398493,0.0270974892551292,-0.27497265,0.027650148,0.02486234,0.10476407,0.052323245,-0.03791908,0.0006197706848466
72,-0.90942127,0.102727965,0.044857986,-0.1976570916939317,-0.11523955,0.0024594705148319,-0.10028553,0.046558686,0.1220367408019357,-0.39350945,0.4495069,0.0026562281560184,-0.0247718649611567,-0.12942857,-0.0004755731,-0.0060379454,0.04760244,0.045748554,-0.058430515,0.0017242182767137
73,-0.22273818,0.10554747,0.071877144,0.6097614486361674,0.29732224,0.001430609333605,0.019302087,0.044091504,0.0590353365804031,-0.06807363,0.47083396,0.0018300387201956,0.0413851120724517,-0.019361092,-0.052122254,0.07359345,0.046158683,0.04943023,-0.058078203,0.0021031179947014
74,-0.75713384,0.10549297,0.07153152,-0.3030630793940042,-0.36693993,0.0017203120353213,0.019423768,0.044707008,0.1379349512044315,-0.8479413,0.38583264,0.0019734785227887,-0.0142549435164816,-0.01976655,-0.051744167,0.07405676,0.046774257,0.049597528,-0.058187347,0.001112559955467
75,-0.5732824,0.08304537,0.054906707,0.1556164763113927,-0.09409595,0.0011754867619678,0.0877081,0.093564995,0.1231380733581664,-0.03509215,0.06110328,0.0016488371359146,0.0025451982776772,-0.05057853,-0.017944532,-0.018581633,0.068782166,-0.015868016,-0.0011017022,0.0005995771403326
76,-1.0183102,0.09567927,0.03183854,0.266962000710469,0.06471139,0.0037913797981703,0.08569021,0.045607753,0.0905156397665906,0.18019988,0.1478355,0.002027728001509,0.0219650070025054,-0.03772112,0.008513727,0.042430792,0.030882804,0.026738314,-0.092138834,0.0048193907384702
77,-0.779717,0.08579972,0.05171982,0.0203437338729178,-0.991218,0.0035522588923837,0.078439675,0.09349452,0.1558945083874603,-0.19547625,0.036876205,0.001345789712533,-0.0033365516196503,-0.054455683,-0.010322661,0.006301262,0.064637095,0.02229696,-0.017269585,0.0021595230270879
78,-0.41743833,0.10570053,0.06589783,0.6722190044680518,0.13108067,0.0018728731463772,0.02155763,0.05331077,0.051012036265754,0.17236483,0.2190471,0.0014704786507364,0.0202231413883842,-0.040819433,-0.033399362,0.0883964,0.043424584,0.05818586,-0.031818874,0.0016393849822399
79,-1.0287894,0.10417367,0.07429965,-0.0455094780295646,-0.17780712,0.0042346505705932,0.0062380955,0.055964295,0.1525431232018812,-0.32302412,0.19477561,0.002923700839385,0.0019705603195558,-0.022646116,-0.042523522,0.0827605,0.036325958,0.04518394,-0.03800617,0.0024049797227199
80,-0.36241162,0.08185672,0.060603406,0.2055185890433235,0.02453273,0.0027345591702027,-0.0008587678,0.055396948,0.1178898759593145,-0.20234114,0.16619484,0.0021530724501021,0.001238802654826,-0.090558894,-0.019173557,0.0023467964,0.038821347,-0.0004320846,-0.0059899804,0.0011629734402011
81,-1.1728244,0.09195577,0.06662173,0.0523627088754188,-0.51801246,0.0013877273437428,0.02795282,0.06747998,0.2017337291345847,-0.24580647,-0.40164992,0.0087215446967677,-0.040379152461696,-0.13543208,-0.0021968286,-0.013168785,0.08260716,0.024251496,-0.021265443,0.0017277664941963
82,-0.9573612,0.088474005,0.0793653,-0.2162233242915057,-0.6114827,0.0027315479710512,0.07683183,0.059360396,0.0550508539039556,-0.38845098,0.0155188935,0.0029005097012193,-0.0004002106275055,-0.14897288,-0.01676152,-0.0052392967,0.050853267,-0.01608312,-0.0049700583,0.0011545718228154
83,-0.4084112,0.10396514,0.07391477,0.0805081245378414,-0.17843898,0.0020481252542377,-0.033736162,0.017741028,0.0999844313026944,0.050669283,0.6281463,0.0014166199675144,-0.0050163101385436,-0.19542441,-0.0061740335,0.004791912,0.09495479,0.0329162,-0.043192383,0.0018490019656313
84,-0.44541392,0.08397576,0.11708745,0.6447599079671006,0.13088535,0.0028092691622103,-0.022249935,0.016170876,-0.0176404224449846,0.81814337,0.3561702,0.0020819964349376,0.0567133420247506,-0.21940108,0.0005631379,0.05007641,0.06874676,0.011475223,-0.040642906,0.0028663101604278
85,-0.66764516,0.06977406,0.071692936,0.3926322317429792,-0.46030834,0.0037317516251176,-0.3178923,-0.008191225,0.1018056498976994,-0.077799335,-0.05600681,0.0022981461620959,0.0013975749263289,-0.30621582,0.01759892,-0.045651842,0.13802248,0.059307054,-0.07706318,0.0020355008864278
86,-0.68839616,0.09756075,0.0420743,0.409205269154029,-0.35011062,0.0008036268027008,0.08068656,0.11492539,0.0177010073465545,-0.09031219,0.08707431,0.0012229103519361,0.0263503776436199,-0.050128903,-0.029297482,0.025266731,0.064493,0.025155598,0.011474667,0.0013364663131873
87,-0.9037878,0.09396203,0.06771426,0.0365053972425974,-0.31124803,0.0014847809948032,0.017150976,0.10069563,0.127912660922674,-0.15819986,0.3948677,0.0018807225934174,-0.0188848476087797,-0.059537414,-0.012269919,0.014726217,0.061498124,0.030121557,-0.013483913,0.0010195496164315
88,-0.66662765,0.08370376,0.015770627,0.6381571396927801,-0.29727706,0.0015588171770384,0.05312154,0.08409564,0.0549031076181122,0.17277907,0.32934994,0.0013991792733658,0.0189787299169158,0.019647844,-0.05887139,-0.00496985,0.04416318,0.019202065,0.012990171,0.0011925890450836
89,-0.6803844,0.097319156,0.04006888,0.0551191899482165,-0.1609404,0.0014293410737649,0.07791782,0.11789244,0.0582732798116427,0.07538539,0.7303805,0.0009125793009422,-0.0311260499771459,-0.056251746,-0.029990064,0.032265615,0.06620981,0.022028357,0.019405905,0.0013303866917351
90,-0.9543698,0.08434436,0.0029856476,-0.32569925569746,-0.5121802,0.0029494208103027,0.08896514,0.11911811,0.2042604891232422,-0.6327349,0.22937925,0.0043115579020837,-0.0444963855746304,-0.12080836,0.01674928,0.026439106,0.038163684,0.0407031,-0.021832759,0.0019137463272956
91,-0.7803128,0.09149355,0.04853176,0.5160562537882166,-0.6012012,0.002043300582558,0.15916495,0.080401994,0.0817968441001001,-0.05960149,-0.155326,0.001999826102078,0.0027571559466616,-0.051098656,-0.017740661,0.04706595,0.07648108,0.011312914,0.006195737,0.0015505898037851
92,-0.5307324,0.08779268,0.021359304,-0.0077479252620548,0.2777575,0.0007864350579995,0.2268564,0.025295213,0.1316690281501736,-0.17384678,0.33038628,0.0009511613201481,-0.0180719378337958,-0.07814416,-0.03431164,0.044585958,0.046688292,0.014364254,0.021494148,0.0004994925368375
